index,name,position,active_from,active_to,college,college_start_year,college_end_year,url,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,draft_pick,draft_team,draft_year,C-G,C-MP,C-FG,C-FGA,C-3P,C-3PA,C-FT,C-FTA,C-ORB,C-TRB,C-AST,C-STL,C-BLK,C-TOV,C-PF,C-PTS,C-FG%,C-3P%,C-FT%
929,Jordan Schakel,F,2022,2022,San Diego State,2017-18,2020-21,https://www.basketball-reference.com/players/s/schakjo01.html,4,0,7.5,0.3,2.8,.091,0.3,1.5,.167,0.0,1.3,.000,.136,0.5,0.5,1.000,0.5,1.5,2.0,0.0,0.3,0.0,0.3,0.0,1.3,Undrafted,Undrafted,Undrafted,121,22.9,331,748,225,527,147,169,85,3.3,0.8,89,13,62,272,8.5,.443,.427,.870
930,Admiral Schofield,G-F,2020,2022,Tennessee,2015-16,2018-19,https://www.basketball-reference.com/players/s/schofad01.html,71,3,11.8,1.3,3.1,.403,0.6,2.0,.321,0.6,1.1,.543,.505,0.3,0.4,.733,0.3,1.6,1.9,0.6,0.2,0.1,0.4,1.5,3.5,"2nd round (12th pick, 42nd overall)",Philadelphia 76ers,2019 NBA Draft,132,24.9,585,1277,184,476,216,283,168,5.3,1.3,88,47,188,349,11.9,.458,.387,.763
931,Dennis Schröder,G,2014,2022,,,,https://www.basketball-reference.com/players/s/schrode01.html,621,267,26.5,5.3,12.2,.436,1.2,3.4,.338,4.1,8.7,.474,.483,2.4,2.9,.833,0.4,2.5,2.9,4.7,0.8,0.1,2.4,2.0,14.2,"1st round (17th pick, 17th overall)",Atlanta Hawks,2013 NBA Draft,,,,,,,,,,,,,,,,,,,
932,Mike Scott,F,2013,2021,Virginia,2007-08,2011-12,https://www.basketball-reference.com/players/s/scottmi01.html,555,34,16.5,2.6,5.7,.453,0.9,2.5,.362,1.7,3.2,.521,.531,0.7,0.9,.757,0.7,2.4,3.1,0.9,0.3,0.1,0.6,1.5,6.7,"2nd round (13th pick, 43rd overall)",Atlanta Hawks,2012 NBA Draft,130,30.1,585,1122,16,44,352,454,172,7.3,1.0,85,51,211,126,11.8,.521,.364,.775
933,Tre Scott,F,2022,2022,Cincinnati,2016-17,2019-20,https://www.basketball-reference.com/players/s/scotttr01.html,2,0,5.5,1.5,3.0,.500,0.0,0.5,.000,1.5,2.5,.600,.500,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0,Undrafted,Undrafted,Undrafted,135,21.4,349,709,30,102,157,255,239,5.7,1.3,107,66,144,179,6.6,.492,.294,.616
934,Jay Scrubb,G-F,2021,2022,John A. Logan College,,,https://www.basketball-reference.com/players/s/scrubja01.html,22,1,9.3,1.5,3.7,.390,0.4,1.4,.267,1.1,2.4,.462,.439,0.5,0.7,.800,0.2,1.2,1.4,0.4,0.4,0.1,0.6,0.6,3.8,"2nd round (25th pick, 55th overall)",Brooklyn Nets,2020 NBA Draft,,,,,,,,,,,,,,,,,,,
935,Josh Selby,G,2012,2013,Kansas,2010-11,,https://www.basketball-reference.com/players/s/selbyjo01.html,38,0,7.8,0.8,2.5,.330,0.1,0.6,.143,0.7,1.9,.384,.346,0.5,0.7,.720,0.1,0.5,0.5,0.9,0.2,0.0,0.9,0.6,2.2,"2nd round (19th pick, 49th overall)",Memphis Grizzlies,2011 NBA Draft,26,20.4,72,193,34,94,28,37,10,2.2,2.2,21,1,53,44,7.9,.373,.362,.757
936,Wayne Selden,G-F,2017,2022,Kansas,2013-14,2015-16,https://www.basketball-reference.com/players/s/seldewa01.html,127,27,18.8,2.7,6.4,.415,0.9,2.6,.344,1.8,3.8,.463,.484,1.0,1.4,.718,0.4,1.6,2.0,1.5,0.4,0.1,1.1,1.6,7.2,Undrafted,Undrafted,Undrafted,109,29.5,422,969,162,443,196,310,96,3.0,2.6,75,41,211,223,11.0,.436,.366,.632
937,Alperen Şengün,F,2022,2022,,,,https://www.basketball-reference.com/players/s/sengual01.html,72,13,20.7,3.5,7.3,.474,0.4,1.6,.248,3.1,5.7,.539,.502,2.3,3.2,.711,1.9,3.5,5.5,2.6,0.8,0.9,2.0,3.0,9.6,"1st round (16th pick, 16th overall)",Oklahoma City Thunder,2021 NBA Draft,,,,,,,,,,,,,,,,,,,
938,Kevin Séraphin,F,2011,2017,,,,https://www.basketball-reference.com/players/s/serapke01.html,423,34,15.2,2.7,5.5,.489,0.0,0.0,.000,2.7,5.5,.491,.489,0.6,0.8,.715,1.2,2.3,3.5,0.6,0.2,0.7,1.1,2.1,5.9,"1st round (17th pick, 17th overall)",Chicago Bulls,2010 NBA Draft,,,,,,,,,,,,,,,,,,,
939,Collin Sexton,G,2019,2022,Alabama,2017-18,,https://www.basketball-reference.com/players/s/sextoco01.html,218,208,32.9,7.5,16.3,.458,1.5,3.9,.378,6.0,12.3,.484,.504,3.6,4.3,.827,0.9,2.2,3.0,3.3,0.8,0.1,2.5,2.3,20.0,"1st round (8th pick, 8th overall)",Cleveland Cavaliers,2018 NBA Draft,33,29.9,196,438,44,131,196,252,34,3.8,3.6,28,3,92,81,19.2,.447,.336,.778
940,Mustafa Shakur,G,2011,2014,Arizona,2003-04,2006-07,https://www.basketball-reference.com/players/s/shakumu01.html,25,0,6.8,0.8,2.5,.339,0.0,0.4,.091,0.8,2.0,.392,.347,0.4,0.7,.529,0.3,0.6,0.9,1.2,0.2,0.1,0.8,0.7,2.1,Undrafted,Undrafted,Undrafted,131,,447,990,100,282,324,412,,3.7,5.1,156,13,,,10.1,.452,.355,.786
941,Landry Shamet,G,2019,2022,Wichita State,2015-16,2017-18,https://www.basketball-reference.com/players/s/shamela01.html,262,83,23.3,3.0,7.2,.410,2.0,5.2,.390,0.9,2.0,.462,.551,1.0,1.3,.835,0.2,1.6,1.8,1.6,0.4,0.1,0.7,1.8,9.0,"1st round (26th pick, 26th overall)",Philadelphia 76ers,2018 NBA Draft,71,28.6,296,617,159,364,163,201,39,3.0,4.1,54,14,108,146,12.9,.480,.437,.811
942,Day'Ron Sharpe,C,2022,2022,UNC,2020-21,,https://www.basketball-reference.com/players/s/sharpda01.html,32,8,12.2,2.7,4.7,.577,0.1,0.2,.286,2.6,4.4,.592,.584,0.8,1.3,.585,2.5,2.5,5.0,0.5,0.3,0.5,0.9,1.9,6.2,"1st round (29th pick, 29th overall)",Phoenix Suns,2021 NBA Draft,29,19.2,112,216,0,2,51,101,97,7.6,1.4,23,26,57,59,9.5,.519,.000,.505
943,Marial Shayok,G,2020,2020,"Virginia, Iowa State",2014-15,2018-19,https://www.basketball-reference.com/players/s/shayoma01.html,4,0,7.0,0.8,3.0,.250,0.5,1.5,.333,0.3,1.5,.167,.333,0.8,1.0,.750,0.3,1.5,1.8,0.3,0.0,0.3,0.8,1.0,2.8,"2nd round (24th pick, 54th overall)",Philadelphia 76ers,2019 NBA Draft,137,20.7,455,968,126,331,185,235,75,2.7,1.3,92,33,176,212,8.9,.470,.381,.787
944,Tornike Shengelia,F,2013,2014,,,,https://www.basketball-reference.com/players/s/shengto01.html,45,0,5.5,0.5,1.1,.451,0.0,0.2,.125,0.5,1.0,.512,.461,0.3,0.5,.500,0.3,0.6,0.9,0.4,0.1,0.0,0.5,0.6,1.3,"2nd round (24th pick, 54th overall)",Philadelphia 76ers,2012 NBA Draft,,,,,,,,,,,,,,,,,,,
945,Iman Shumpert,G,2012,2021,Georgia Tech,2008-09,2010-11,https://www.basketball-reference.com/players/s/shumpim01.html,461,246,24.9,2.7,6.8,.391,1.1,3.1,.337,1.6,3.6,.438,.469,0.8,1.1,.764,0.7,2.6,3.3,1.8,1.1,0.3,1.1,2.3,7.2,"1st round (17th pick, 17th overall)",New York Knicks,2011 NBA Draft,92,31.1,387,977,111,364,281,381,80,4.5,4.2,207,17,280,155,12.7,.396,.305,.738
946,Alexey Shved,G,2013,2015,,,,https://www.basketball-reference.com/players/s/shvedal01.html,182,25,18.0,2.4,6.6,.369,0.9,2.9,.306,1.6,3.7,.417,.436,1.6,2.1,.762,0.5,1.5,2.0,2.5,0.6,0.3,1.3,1.1,7.4,Undrafted,Undrafted,Undrafted,,,,,,,,,,,,,,,,,,,
947,Pascal Siakam,F,2017,2022,New Mexico State,2014-15,2015-16,https://www.basketball-reference.com/players/s/siakapa01.html,400,306,29.5,6.0,12.3,.489,1.0,3.0,.328,5.1,9.3,.540,.529,2.7,3.5,.774,1.4,4.9,6.3,3.1,0.9,0.7,1.8,2.7,15.7,"1st round (27th pick, 27th overall)",Toronto Raptors,2016 NBA Draft,68,32.7,441,800,3,17,241,339,243,9.7,1.5,62,136,131,180,16.6,.551,.176,.711
948,Jordan Sibert,G,2019,2019,"Ohio State, Dayton",2010-11,2014-15,https://www.basketball-reference.com/players/s/siberjo01.html,1,0,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Undrafted,Undrafted,Undrafted,122,21.8,366,852,184,506,237,321,35,2.1,1.3,113,11,138,180,9.5,.430,.364,.738
949,Xavier Silas,G,2012,2018,"Colorado, Northern Illinois",2006-07,2010-11,https://www.basketball-reference.com/players/s/silasxa01.html,4,0,11.5,1.0,4.5,.222,0.3,2.0,.125,0.8,2.5,.300,.250,0.5,0.8,.667,0.8,0.8,1.5,0.8,0.3,0.0,0.8,1.5,2.8,Undrafted,Undrafted,Undrafted,99,31.8,491,1192,168,466,446,567,58,4.2,1.7,89,33,209,151,16.1,.412,.361,.787
950,Garret Siler,C,2011,2011,Augusta State University,2005-06,2008-09,https://www.basketball-reference.com/players/s/silerga01.html,21,0,4.8,0.8,1.5,.548,0.0,0.0,,0.8,1.5,.548,.548,0.5,1.0,.500,0.8,0.6,1.3,0.1,0.0,0.2,0.5,1.0,2.1,Undrafted,Undrafted,Undrafted,121,22.6,653,876,0,0,293,484,325,6.6,0.8,40,265,217,388,13.2,.745,,.605
951,Chris Silva,F,2020,2022,South Carolina,2015-16,2018-19,https://www.basketball-reference.com/players/s/silvach01.html,69,0,7.7,1.0,1.6,.606,0.0,0.1,.250,0.9,1.5,.619,.610,0.8,1.2,.707,1.2,1.6,2.7,0.5,0.1,0.4,0.7,1.9,2.8,Undrafted,Undrafted,Undrafted,134,21.7,452,910,28,59,577,791,333,6.5,0.7,85,186,263,470,11.3,.497,.475,.729
952,Ben Simmons,G-F,2018,2021,LSU,2015-16,,https://www.basketball-reference.com/players/s/simmobe01.html,275,275,33.9,6.5,11.6,.560,0.0,0.1,.147,6.5,11.5,.564,.560,2.9,4.9,.597,1.9,6.2,8.1,7.7,1.7,0.7,3.4,2.8,15.9,"1st round (1st pick, 1st overall)",Philadelphia 76ers,2016 NBA Draft,33,34.9,216,386,1,3,199,297,103,11.8,4.8,65,27,111,92,19.2,.560,.333,.670
953,Jonathon Simmons,G-F,2016,2019,Houston,2011-12,,https://www.basketball-reference.com/players/s/simmojo02.html,258,69,20.5,3.0,6.9,.443,0.6,1.8,.317,2.5,5.1,.487,.484,1.6,2.2,.756,0.5,1.9,2.4,1.9,0.6,0.2,1.3,2.0,8.3,Undrafted,Undrafted,Undrafted,30,30.1,154,301,32,83,101,141,42,5.0,2.2,21,11,100,75,14.7,.512,.386,.716
954,Kobi Simmons,G,2018,2019,Arizona,2016-17,,https://www.basketball-reference.com/players/s/simmoko01.html,33,12,19.5,2.4,5.7,.423,0.3,1.2,.282,2.1,4.5,.460,.452,0.8,0.8,1.000,0.4,1.1,1.5,2.1,0.5,0.2,1.3,1.8,5.9,Undrafted,Undrafted,Undrafted,37,23.5,111,281,32,98,69,89,13,1.6,2.0,24,3,46,70,8.7,.395,.327,.775
955,Marko Simonovic,C,2022,2022,,,,https://www.basketball-reference.com/players/s/simonma01.html,9,0,3.9,0.4,1.7,.267,0.1,0.6,.200,0.3,1.1,.300,.300,0.9,1.2,.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9,"2nd round (14th pick, 44th overall)",Chicago Bulls,2020 NBA Draft,,,,,,,,,,,,,,,,,,,
956,Anfernee Simons,G,2019,2022,,,,https://www.basketball-reference.com/players/s/simonan01.html,211,35,20.7,3.6,8.5,.425,1.8,4.6,.392,1.8,3.9,.463,.531,1.1,1.3,.833,0.3,1.8,2.2,2.0,0.4,0.1,1.1,1.7,10.2,"1st round (24th pick, 24th overall)",Portland Trail Blazers,2018 NBA Draft,,,,,,,,,,,,,,,,,,,
957,Zavier Simpson,G,2022,2022,Michigan,2016-17,2019-20,https://www.basketball-reference.com/players/s/simpsza01.html,4,4,43.5,4.8,13.0,.365,0.3,2.0,.125,4.5,11.0,.409,.375,1.3,1.3,1.000,0.5,4.8,5.3,7.5,1.3,1.0,2.5,3.8,11.0,Undrafted,Undrafted,Undrafted,146,25.2,410,901,92,293,161,273,60,3.3,4.6,156,10,250,251,7.3,.455,.314,.590
958,Henry Sims,C,2013,2016,Georgetown,2008-09,2011-12,https://www.basketball-reference.com/players/s/simshe01.html,135,61,18.8,3.0,6.3,.471,0.0,0.2,.174,3.0,6.2,.479,.473,1.6,2.1,.767,1.8,3.1,5.0,1.0,0.6,0.5,1.1,2.1,7.6,Undrafted,Undrafted,Undrafted,121,16.6,214,447,2,17,161,246,97,3.2,1.4,41,94,158,183,4.9,.479,.118,.654
959,Jericho Sims,F,2022,2022,Texas,2017-18,2020-21,https://www.basketball-reference.com/players/s/simsje01.html,41,5,13.5,1.0,1.3,.722,0.0,0.0,,1.0,1.3,.722,.722,0.3,0.7,.414,1.5,2.6,4.1,0.5,0.3,0.5,0.5,1.6,2.2,"2nd round (28th pick, 58th overall)",New York Knicks,2021 NBA Draft,119,20.5,325,509,0,1,140,267,209,5.4,0.4,48,93,139,256,6.6,.639,.000,.524
960,Kyle Singler,F,2013,2018,Duke,2007-08,2010-11,https://www.basketball-reference.com/players/s/singlky01.html,356,172,21.9,2.4,5.7,.418,0.8,2.3,.362,1.5,3.3,.458,.493,1.0,1.2,.786,0.9,2.0,2.9,0.8,0.6,0.3,0.8,2.1,6.5,"2nd round (3rd pick, 33rd overall)",Detroit Pistons,2011 NBA Draft,148,35.4,814,1879,267,736,497,643,178,6.9,2.0,168,107,316,184,16.2,.433,.363,.773
961,Chris Singleton,F,2012,2014,Florida State,2008-09,2010-11,https://www.basketball-reference.com/players/s/singlch01.html,148,62,17.6,1.6,4.2,.376,0.4,1.2,.319,1.2,3.0,.400,.423,0.6,0.9,.633,0.8,2.4,3.2,0.6,0.8,0.4,0.7,2.2,4.1,"1st round (18th pick, 18th overall)",Washington Wizards,2011 NBA Draft,95,30.3,336,802,104,315,199,336,124,6.2,1.5,180,136,227,185,10.3,.419,.330,.592
962,Deividas Sirvydis,G-F,2021,2022,,,,https://www.basketball-reference.com/players/s/sirvyde01.html,23,0,7.0,0.7,2.2,.300,0.5,1.5,.314,0.2,0.7,.267,.410,0.1,0.3,.500,0.0,1.5,1.5,0.3,0.2,0.0,0.2,0.6,1.9,"2nd round (7th pick, 37th overall)",Dallas Mavericks,2019 NBA Draft,,,,,,,,,,,,,,,,,,,
963,Peyton Siva,G,2014,2014,Louisville,2009-10,2012-13,https://www.basketball-reference.com/players/s/sivape01.html,24,0,9.3,0.8,2.4,.316,0.3,1.0,.280,0.5,1.3,.344,.377,0.5,0.6,.733,0.1,0.5,0.6,1.4,0.4,0.0,0.8,1.1,2.3,"2nd round (26th pick, 56th overall)",Detroit Pistons,2013 NBA Draft,144,26.2,412,989,99,340,292,396,48,2.4,4.7,254,19,384,379,8.4,.417,.291,.737
964,Donald Sloan,G,2012,2016,Texas A&M,2006-07,2009-10,https://www.basketball-reference.com/players/s/sloando01.html,218,66,17.2,2.1,5.0,.409,0.4,1.4,.310,1.6,3.6,.449,.454,0.9,1.2,.754,0.2,1.8,2.1,3.0,0.4,0.0,1.1,0.9,5.5,Undrafted,Undrafted,Undrafted,138,33.2,519,1214,116,345,368,503,23,3.3,2.7,87,7,218,56,11.0,.428,.336,.732
965,Alen Smailagić,F,2020,2021,,,,https://www.basketball-reference.com/players/s/smailal01.html,29,1,7.7,1.1,2.3,.463,0.2,0.8,.304,0.8,1.5,.545,.515,0.6,0.9,.720,0.6,0.9,1.5,0.6,0.2,0.3,0.6,0.9,3.0,"2nd round (9th pick, 39th overall)",New Orleans Pelicans,2019 NBA Draft,,,,,,,,,,,,,,,,,,,
966,Javonte Smart,G,2022,2022,LSU,2018-19,2020-21,https://www.basketball-reference.com/players/s/smartja01.html,17,1,11.8,1.1,3.5,.317,0.5,1.6,.296,0.6,1.9,.333,.383,0.3,0.4,.833,0.3,1.1,1.4,0.9,0.4,0.2,0.6,0.7,3.0,Undrafted,Undrafted,Undrafted,93,33.1,435,1050,157,447,184,220,41,3.5,3.5,112,12,206,158,13.0,.414,.351,.836
967,Marcus Smart,G,2015,2022,Oklahoma State,2012-13,2013-14,https://www.basketball-reference.com/players/s/smartma01.html,520,299,29.8,3.5,9.1,.382,1.5,4.8,.321,2.0,4.4,.449,.466,1.9,2.5,.780,0.8,2.8,3.6,4.5,1.6,0.4,1.8,2.6,10.5,"1st round (6th pick, 6th overall)",Boston Celtics,2014 NBA Draft,64,33.1,314,760,87,295,349,465,94,5.9,4.5,188,40,193,183,16.6,.413,.295,.751
968,Chris Smith,G,2014,2014,"Manhattan College, Louisville",2007-08,2011-12,https://www.basketball-reference.com/players/s/smithch05.html,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Undrafted,Undrafted,Undrafted,125,26.8,449,1115,161,458,251,357,94,4.4,1.8,107,13,191,107,10.5,.403,.352,.703
969,Dennis Smith Jr.,G,2018,2022,NC State,2016-17,,https://www.basketball-reference.com/players/s/smithde03.html,216,135,23.9,4.1,10.3,.402,1.0,3.2,.312,3.1,7.1,.442,.450,1.5,2.3,.652,0.6,2.3,2.9,4.2,1.1,0.3,2.2,2.0,10.7,"1st round (9th pick, 9th overall)",Dallas Mavericks,2017 NBA Draft,32,34.8,191,420,55,153,143,200,26,4.6,6.2,62,14,108,67,18.1,.455,.359,.715
970,Greg Smith,C,2012,2016,Fresno State,2009-10,2010-11,https://www.basketball-reference.com/players/s/smithgr02.html,149,12,12.3,1.6,2.6,.617,0.0,0.0,.000,1.6,2.6,.618,.617,0.7,1.3,.576,1.1,2.2,3.3,0.3,0.2,0.4,0.4,1.9,4.0,Undrafted,Undrafted,Undrafted,64,29.0,287,499,0,1,171,303,146,6.9,1.5,62,75,126,180,11.6,.575,.000,.564
971,Ish Smith,G,2011,2022,Wake Forest,2006-07,2009-10,https://www.basketball-reference.com/players/s/smithis01.html,719,167,20.0,3.2,7.5,.430,0.4,1.3,.325,2.8,6.3,.452,.458,0.7,1.0,.677,0.4,2.1,2.5,3.9,0.7,0.3,1.2,1.3,7.6,Undrafted,Undrafted,Undrafted,121,36.8,458,1078,66,219,132,273,29,3.7,5.1,153,23,238,55,9.2,.425,.301,.484
972,Jalen Smith,F,2021,2022,Maryland,2018-19,2019-20,https://www.basketball-reference.com/players/s/smithja04.html,78,9,13.9,2.5,5.1,.495,0.6,1.8,.317,2.0,3.3,.590,.550,1.1,1.4,.761,1.4,3.0,4.4,0.4,0.2,0.6,0.6,1.4,6.7,"1st round (10th pick, 10th overall)",Phoenix Suns,2020 NBA Draft,64,28.9,313,607,51,158,188,265,189,8.6,0.8,36,113,94,138,13.5,.516,.323,.709
973,Jerry Smith,G,2012,2012,Louisville,2006-07,2009-10,https://www.basketball-reference.com/players/s/smithje01.html,5,0,9.2,0.6,2.8,.214,0.2,1.2,.167,0.4,1.6,.250,.250,0.0,0.0,,0.4,1.0,1.4,0.8,1.0,0.0,0.0,1.0,1.4,Undrafted,Undrafted,Undrafted,138,24.1,398,876,210,540,197,270,30,3.1,1.7,177,23,140,56,8.7,.454,.389,.730
974,Nolan Smith,G,2012,2013,Duke,2007-08,2010-11,https://www.basketball-reference.com/players/s/smithno01.html,84,4,9.9,1.3,3.5,.371,0.2,0.9,.260,1.1,2.6,.407,.403,0.5,0.7,.714,0.3,0.7,1.0,1.2,0.3,0.0,0.8,1.0,3.3,"1st round (21st pick, 21st overall)",Portland Trail Blazers,2011 NBA Draft,143,34.8,667,1490,166,451,411,514,79,2.8,2.8,142,19,292,139,13.4,.448,.368,.800
975,Russ Smith,G,2015,2016,Louisville,2010-11,2013-14,https://www.basketball-reference.com/players/s/smithru01.html,27,0,4.9,0.6,1.7,.319,0.1,0.6,.188,0.4,1.1,.387,.351,0.7,1.0,.769,0.1,0.5,0.6,0.7,0.3,0.0,0.7,0.7,2.0,"2nd round (17th pick, 47th overall)",Philadelphia 76ers,2014 NBA Draft,133,24.3,620,1501,180,521,488,642,98,2.7,2.8,257,8,316,321,14.3,.413,.345,.760
976,Zhaire Smith,G,2019,2020,Texas Tech,2017-18,,https://www.basketball-reference.com/players/s/smithzh01.html,13,2,11.0,1.3,3.5,.378,0.5,1.5,.316,0.8,2.0,.423,.444,0.6,0.9,.667,0.2,0.9,1.2,0.9,0.4,0.2,0.6,0.9,3.7,"1st round (16th pick, 16th overall)",Phoenix Suns,2018 NBA Draft,37,28.4,154,277,18,40,91,127,83,5.0,1.8,42,42,41,67,11.3,.556,.450,.717
977,Xavier Sneed,F,2022,2022,Kansas State,2016-17,2019-20,https://www.basketball-reference.com/players/s/sneedxa01.html,9,0,4.3,0.2,1.1,.200,0.1,0.9,.125,0.1,0.2,.500,.250,0.0,0.0,,0.2,0.4,0.7,0.1,0.0,0.0,0.0,0.2,0.6,Undrafted,Undrafted,Undrafted,137,28.1,477,1202,216,651,293,417,144,4.5,1.5,195,39,168,328,10.7,.397,.332,.703
978,Tony Snell,G-F,2014,2022,New Mexico,2010-11,2012-13,https://www.basketball-reference.com/players/s/snellto01.html,601,310,21.8,2.2,5.2,.431,1.2,3.1,.394,1.0,2.1,.486,.549,0.5,0.5,.846,0.3,2.0,2.3,1.1,0.4,0.2,0.5,1.4,6.1,"1st round (20th pick, 20th overall)",Chicago Bulls,2013 NBA Draft,104,24.8,311,738,165,434,165,201,41,2.4,2.0,53,36,154,122,9.2,.421,.380,.821
979,James Southerland,F,2014,2014,Syracuse,2009-10,2012-13,https://www.basketball-reference.com/players/s/southja01.html,4,0,7.5,1.3,3.8,.333,0.8,1.5,.500,0.5,2.3,.222,.433,0.3,0.5,.500,0.0,2.0,2.0,0.0,0.3,0.5,0.3,0.8,3.5,Undrafted,Undrafted,Undrafted,112,18.7,325,724,153,413,77,104,95,3.3,0.6,102,85,66,169,7.9,.449,.370,.740
980,Ray Spalding,F,2019,2021,Louisville,2015-16,2017-18,https://www.basketball-reference.com/players/s/spaldra01.html,16,3,10.4,1.7,3.2,.529,0.0,0.3,.000,1.7,2.9,.574,.529,0.3,0.9,.286,1.1,2.2,3.3,0.3,0.6,0.6,0.8,1.6,3.6,"2nd round (26th pick, 56th overall)",Philadelphia 76ers,2018 NBA Draft,100,21.7,332,596,6,25,143,247,228,6.3,0.9,104,111,131,261,8.1,.557,.240,.579
981,Omari Spellman,F,2019,2020,Villanova,2017-18,,https://www.basketball-reference.com/players/s/spellom01.html,95,14,17.8,2.4,5.7,.417,0.9,2.5,.366,1.5,3.2,.458,.498,1.1,1.4,.766,1.6,2.8,4.3,1.0,0.6,0.5,0.9,1.4,6.8,"1st round (30th pick, 30th overall)",Atlanta Hawks,2018 NBA Draft,40,28.1,160,336,65,150,49,70,90,8.0,0.8,26,59,40,92,10.9,.476,.433,.700
982,Tiago Splitter,F-C,2011,2017,,,,https://www.basketball-reference.com/players/s/splitti01.html,355,153,19.2,3.0,5.4,.555,0.0,0.0,.143,3.0,5.4,.558,.556,1.9,2.7,.697,1.6,3.4,5.0,1.2,0.6,0.6,1.1,1.9,7.9,"1st round (28th pick, 28th overall)",San Antonio Spurs,2007 NBA Draft,,,,,,,,,,,,,,,,,,,
983,Jaden Springer,G,2022,2022,Tennessee,2020-21,,https://www.basketball-reference.com/players/s/sprinja01.html,2,0,3.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0,"1st round (28th pick, 28th overall)",Philadelphia 76ers,2021 NBA Draft,25,25.9,106,227,20,46,81,100,26,3.5,2.9,30,11,60,51,12.5,.467,.435,.810
984,Cassius Stanley,G,2021,2022,Duke,2019-20,,https://www.basketball-reference.com/players/s/stanlca01.html,33,1,7.5,1.0,2.7,.360,0.2,0.9,.233,0.8,1.8,.424,.399,0.5,0.6,.895,0.4,0.8,1.2,0.2,0.2,0.1,0.2,0.9,2.7,"2nd round (24th pick, 54th overall)",Indiana Pacers,2020 NBA Draft,29,27.4,128,270,31,86,77,105,54,4.9,1.0,20,21,54,63,12.6,.474,.360,.733
985,Nik Stauskas,G,2015,2022,Michigan,2012-13,2013-14,https://www.basketball-reference.com/players/s/stausni01.html,343,63,19.5,2.2,5.8,.389,1.2,3.3,.354,1.1,2.5,.435,.490,1.0,1.3,.812,0.2,1.8,2.0,1.5,0.4,0.2,1.0,1.2,6.7,"1st round (8th pick, 8th overall)",Sacramento Kings,2014 NBA Draft,75,32.9,323,692,172,390,242,291,35,2.9,2.3,42,20,111,73,14.1,.467,.441,.832
986,D.J. Stephens,G-F,2014,2019,Memphis,2009-10,2012-13,https://www.basketball-reference.com/players/s/stephdj01.html,4,0,5.5,1.0,2.3,.444,0.0,0.0,,1.0,2.3,.444,.444,0.3,0.3,1.000,0.3,1.0,1.3,0.0,0.3,0.0,0.3,0.0,2.3,Undrafted,Undrafted,Undrafted,129,13.2,207,330,17,46,81,128,159,3.4,0.3,65,150,49,163,4.0,.627,.370,.633
987,Lance Stephenson,G-F,2011,2022,Cincinnati,2009-10,,https://www.basketball-reference.com/players/s/stephla01.html,554,200,22.9,3.4,7.7,.445,0.7,2.1,.314,2.7,5.5,.496,.489,1.1,1.5,.694,0.6,3.4,4.1,2.9,0.6,0.1,1.6,2.0,8.6,"2nd round (10th pick, 40th overall)",Indiana Pacers,2010 NBA Draft,34,28.2,162,368,16,73,79,119,63,5.4,2.5,31,6,81,66,12.3,.440,.219,.664
988,Alex Stepheson,F,2016,2016,"UNC, USC",2006-07,2010-11,https://www.basketball-reference.com/players/s/stephal01.html,8,0,9.1,1.1,3.4,.333,0.0,0.0,,1.1,3.4,.333,.333,0.5,1.5,.333,2.4,1.1,3.5,0.3,0.1,0.6,0.0,1.5,2.8,Undrafted,Undrafted,Undrafted,137,19.1,332,638,0,0,142,286,204,5.6,0.2,24,128,136,143,5.9,.520,,.497
989,Lamar Stevens,F,2021,2022,Penn State,2016-17,2019-20,https://www.basketball-reference.com/players/s/stevela01.html,103,13,14.7,2.1,4.4,.479,0.2,0.9,.244,1.9,3.5,.537,.503,0.9,1.2,.714,0.7,1.8,2.5,0.7,0.5,0.3,0.6,1.5,5.3,Undrafted,Undrafted,Undrafted,135,32.2,801,1841,86,312,519,703,200,6.5,1.9,107,127,324,347,16.3,.435,.276,.738
990,Isaiah Stewart,F-C,2021,2022,Washington,2019-20,,https://www.basketball-reference.com/players/s/stewais01.html,139,85,23.5,3.4,6.5,.529,0.3,0.8,.330,3.2,5.7,.557,.549,1.0,1.4,.708,2.8,4.9,7.7,1.0,0.4,1.2,1.1,2.8,8.1,"1st round (16th pick, 16th overall)",Portland Trail Blazers,2020 NBA Draft,32,32.2,192,337,5,20,154,199,88,8.8,0.8,17,66,71,84,17.0,.570,.250,.774
